col0,col1,col2,col3,col4,col5,col6,col7,label
-5.743142305319214,-2.2652529700143047,1.309589900083238,6.111771300210471,6.7766820259133365,8.691405198814744,10.013306107445846,13.26067264684406,0.0
-4.798646012569854,-0.43565443663685954,0.40245278867806245,4.063412732311639,5.763270919877707,8.257892585581363,8.451694323727192,10.169159254257401,0.0
-2.805666493132076,-5.019407322322079,3.3804887685957326,3.534575427351225,0.04523825967920381,8.166041822577096,8.36332482384837,11.361590132150537,0.0
-4.538959366988313,-2.1512754403898575,-0.787196612249949,0.43810880056814394,5.785580711519758,6.652149181719475,13.285376890064661,11.517382594616574,0.0
-3.0513907520859016,0.2853526115357863,2.100090056975176,-2.4279523287394165,8.690890251740836,8.220202802389553,14.387327530259054,13.267095755431882,0.0
-2.925336455121746,2.394662655404327,4.97356177832134,-0.4666777879212516,6.481320015800365,8.242228446983804,8.276459540915637,14.477906913505759,1.0
0.7513902340803944,-1.4141192152295368,1.3709546356420936,0.8683217566986481,1.359195860014656,6.7113485371659385,10.288289108141797,9.30859333306565,0.0
-5.4632085819146186,-2.973477289526463,-1.4060074798576565,0.637553662445328,7.15763844712146,9.97238244642559,7.40501970115252,10.430143863368125,0.0
-2.57984223507962,-2.0293781181603183,0.9955685791388446,2.4748717563358316,1.6327547943246037,7.99591127511241,6.3070684840236915,9.51964669149844,0.0
-0.26906772339541885,-0.6734709456430192,0.7960246184503788,0.7347079360889381,5.112404161325861,8.875533583362262,13.885979316002196,11.188701327277945,0.0
-1.4792080707650626,-0.9902712636171375,1.2439583756806456,3.827649803353384,3.4884932351742712,4.006212981354439,12.108397030637445,10.867953381328057,0.0
-5.695507831909961,-0.09924631473040275,4.888393133227435,4.7090791173705435,3.6431001979199475,9.186969809239043,11.017474993496016,11.782763625105064,1.0
-2.4215295990692467,-2.9213937200137563,-1.1588590016547284,6.691100956860764,4.60141268394366,8.06013917739766,7.999609304132586,11.2945403448523,0.0
-2.9206821778402037,0.14549173257231507,-1.498227923748622,1.928829889201721,2.995831508516348,5.572850995642369,8.552302920287254,12.754574492370383,0.0
-3.1354755953534434,1.6987608387715607,-0.276804463552357,5.697971871029635,4.285008569918526,10.458622480130435,9.729059307708605,7.932438455098254,0.0
-3.679212854508829,-4.23500861927041,-2.403300344372426,5.887140613139234,3.991418383635126,10.428359710556087,12.818897591601862,12.669336660109263,0.0
-0.12710540944983406,-0.8702441103328709,2.574113700634322,1.4339064855854038,4.525927090580699,7.977009754055778,12.543649093970883,9.292015561909434,1.0
